,Código comuna,Región,Nombre comuna,Número de personas en situación de pobreza por ingresos,Porcentaje de personas en situación de pobreza por ingresos 2015,Límite inferior,Límite superior,Metodología de Estimación
232,10104,X de los Lagos,Fresia,3572.48,0.31575748324394226,0.26072433590888977,0.41760706901550293,SAE
233,10105,X de los Lagos,Frutillar,3611,0.1986357867717743,0.12658867239952087,0.29771101474761963,Estimación Directa
234,10106,X de los Lagos,Los Muermos,2346,0.15529224276542664,0.11643161624670029,0.20412668585777283,Estimación Directa
235,10107,X de los Lagos,Llanquihue,2441,0.12950289249420166,0.08808279037475586,0.18641874194145203,Estimación Directa
236,10108,X de los Lagos,Maullín,2601.882,0.212398499250412,0.14757052063941956,0.27220863103866577,SAE
237,10109,X de los Lagos,Puerto Varas,6012.417,0.1432175636291504,0.10383544862270355,0.20107299089431763,SAE
238,10201,X de los Lagos,Castro,7814,0.13915304839611053,0.10538435727357864,0.18154649436473846,Estimación Directa
239,10202,X de los Lagos,Ancud,6511,0.1582067757844925,0.1047651395201683,0.23184937238693237,Estimación Directa
240,10203,X de los Lagos,Chonchi,2916.541,0.19419005513191223,0.13622570037841797,0.2572169005870819,SAE
241,10204,X de los Lagos,Curaco De Vélez,771.5932,0.19004759192466736,0.1158108115196228,0.2689490020275116,SAE
242,10205,X de los Lagos,Dalcahue,4008.248,0.2347986400127411,0.17786018550395966,0.31450513005256653,SAE
243,10206,X de los Lagos,Puqueldón,696.6636,0.17808374762535095,0.09618419408798218,0.23575210571289062,SAE
244,10207,X de los Lagos,Queilén,1031.713,0.20221729576587677,0.13389436900615692,0.261773020029068,SAE
245,10208,X de los Lagos,Quellón,4502,0.1221245676279068,0.0938175842165947,0.15748807787895203,Estimación Directa
246,10209,X de los Lagos,Quemchi,1746.8,0.1944345235824585,0.1263357698917389,0.25813496112823486,SAE
247,10210,X de los Lagos,Quinchao,3362.706,0.4045604169368744,0.31778132915496826,0.48045167326927185,SAE
248,10301,X de los Lagos,Osorno,25974,0.15798404812812805,0.12080767005681992,0.20394696295261383,Estimación Directa
249,10302,X de los Lagos,Puerto Octay,2502.005,0.2965162992477417,0.24579645693302155,0.3975968658924103,SAE
250,10303,X de los Lagos,Purranque,4034.24,0.20103852450847626,0.14270243048667908,0.2581963539123535,SAE
251,10304,X de los Lagos,Puyehue,1875.039,0.18337787687778473,0.11564085632562637,0.23232227563858032,SAE
252,10305,X de los Lagos,Río Negro,2684,0.22379721701145172,0.16263417899608612,0.2997288703918457,Estimación Directa
253,10306,X de los Lagos,San Juan De La Costa,2166.241,0.3177238404750824,0.2251785695552826,0.384128212928772,SAE
254,10307,X de los Lagos,San Pablo,1863.775,0.2282639443874359,0.1547681987285614,0.28832724690437317,SAE
255,10401,X de los Lagos,Chaitén,1098.697,0.1807066947221756,,,IMC
256,10402,X de los Lagos,Futaleufú,367.08,0.21915222704410553,,,IMC
257,10403,X de los Lagos,Hualaihué,1787.54,0.22678756713867188,,,IMC
258,10404,X de los Lagos,Palena,237.4512,0.16164138913154602,,,IMC
259,11101,XI Aysén del General Carlos Ibáñez del Campo,Coyhaique,3806,0.06552917510271072,0.03709898144006729,0.11318539828062057,Estimación Directa
260,11102,XI Aysén del General Carlos Ibáñez del Campo,Lago Verde,125.9491,0.17112644016742706,,,IMC
261,11201,XI Aysén del General Carlos Ibáñez del Campo,Aysén,1498,0.0561048686504364,0.03483423590660095,0.08916397392749786,Estimación Directa
262,11202,XI Aysén del General Carlos Ibáñez del Campo,Cisnes,358.6859,0.06851688027381897,0.027562610805034637,0.12044551968574524,SAE
263,11203,XI Aysén del General Carlos Ibáñez del Campo,Guaitecas,387.5559,0.21772803366184235,,,IMC
264,11301,XI Aysén del General Carlos Ibáñez del Campo,Cochrane,222,0.08802537620067596,0.05680963024497032,0.13395746052265167,Estimación Directa
265,11302,XI Aysén del General Carlos Ibáñez del Campo,O'Higgins,117.3927,0.17112644016742706,,,IMC
266,11303,XI Aysén del General Carlos Ibáñez del Campo,Tortel,114.8124,0.22207418084144592,,,IMC
267,11401,XI Aysén del General Carlos Ibáñez del Campo,Chile Chico,384,0.07378939539194107,0.03973144292831421,0.13299845159053802,Estimación Directa
268,11402,XI Aysén del General Carlos Ibáñez del Campo,Río Ibáñez,121.7193,0.06687873601913452,0.018153918907046318,0.12837639451026917,SAE
269,12101,XII de Magallanes y Antártica Chilena,Punta Arenas,5373,0.04420803114771843,0.029826750978827477,0.06505841016769409,Estimación Directa
270,12102,XII de Magallanes y Antártica Chilena,Laguna Blanca,24.59919,0.08848629891872406,,,IMC
271,12103,XII de Magallanes y Antártica Chilena,Rio Verde,20.56347,0.09934040904045105,,,IMC
272,12104,XII de Magallanes y Antártica Chilena,San Gregorio,18.37623,0.06856803596019745,,,IMC
273,12201,XII de Magallanes y Antártica Chilena,Cabo De Hornos,174.5789,0.07856833934783936,,,IMC
274,12301,XII de Magallanes y Antártica Chilena,Porvenir,55,0.011487050913274288,0.0029056197963654995,0.04428710415959358,Estimación Directa
275,12302,XII de Magallanes y Antártica Chilena,Primavera,19.66472,0.06363987177610397,,,IMC
276,12303,XII de Magallanes y Antártica Chilena,Timaukel,50.88351,0.1098995953798294,,,IMC
277,12401,XII de Magallanes y Antártica Chilena,Natales,1015,0.05048997700214386,0.03417409583926201,0.07399878650903702,Estimación Directa
278,12402,XII de Magallanes y Antártica Chilena,Torres Del Paine,39.19512,0.06852293759584427,,,IMC
279,13101,XIII Metropolitana de Santiago,Santiago,7996,0.05930870771408081,0.026346100494265556,0.12808676064014435,Estimación Directa
280,13102,XIII Metropolitana de Santiago,Cerrillos,4975.916,0.08110040426254272,0.046773917973041534,0.13559368252754211,SAE
281,13103,XIII Metropolitana de Santiago,Cerro Navia,14977,0.12067034840583801,0.08418645709753036,0.17002978920936584,Estimación Directa
282,13104,XIII Metropolitana de Santiago,Conchalí,9620,0.10171820968389511,0.08091279864311218,0.12713338434696198,Estimación Directa
283,13105,XIII Metropolitana de Santiago,El Bosque,23024,0.14542238414287567,0.11778651922941208,0.17823240160942078,Estimación Directa
284,13106,XIII Metropolitana de Santiago,Estación Central,5959,0.06161593273282051,0.04004329815506935,0.09367634356021881,Estimación Directa
285,13107,XIII Metropolitana de Santiago,Huechuraba,5335.6,0.061146702617406845,0.030752908438444138,0.10713350772857666,SAE
286,13108,XIII Metropolitana de Santiago,Independencia,4295.407,0.09848915040493011,0.06483498215675354,0.16372999548912048,SAE
287,13109,XIII Metropolitana de Santiago,La Cisterna,2320.928,0.036306485533714294,0.011832954362034798,0.07008329033851624,SAE
288,13110,XIII Metropolitana de Santiago,La Florida,12178,0.031076712533831596,0.015016076155006886,0.0632127895951271,Estimación Directa
289,13111,XIII Metropolitana de Santiago,La Granja,8363,0.07222682982683182,0.038794346153736115,0.1305575966835022,Estimación Directa
290,13112,XIII Metropolitana de Santiago,La Pintana,27694,0.13857808709144592,0.09543584287166595,0.19697614014148712,Estimación Directa
291,13113,XIII Metropolitana de Santiago,La Reina,2132.145,0.023441243916749954,0.005454677157104015,0.05251847580075264,SAE
292,13114,XIII Metropolitana de Santiago,Las Condes,1599,0.0055775111541152,0.002191985258832574,0.014118004590272903,Estimación Directa
293,13115,XIII Metropolitana de Santiago,Lo Barnechea,3020.07,0.024585392326116562,0.006968565750867128,0.0532442070543766,SAE
294,13116,XIII Metropolitana de Santiago,Lo Espejo,8632.307,0.0949586033821106,0.05730588734149933,0.14867085218429565,SAE
295,13117,XIII Metropolitana de Santiago,Lo Prado,4767.488,0.05670585855841637,0.025569964200258255,0.09000413864850998,SAE
296,13118,XIII Metropolitana de Santiago,Macul,4698,0.053203776478767395,0.0295645110309124,0.09391536563634872,Estimación Directa
297,13119,XIII Metropolitana de Santiago,Maipú,54066,0.0523732453584671,0.017710307613015175,0.14487327635288239,Estimación Directa
298,13120,XIII Metropolitana de Santiago,Ñuñoa,3187,0.02414485439658165,0.0156428050249815,0.03709373250603676,Estimación Directa
299,13121,XIII Metropolitana de Santiago,Pedro Aguirre Cerda,9096,0.11019310355186462,0.06532907485961914,0.17993572354316711,Estimación Directa
300,13122,XIII Metropolitana de Santiago,Peñalolén,11980,0.047523465007543564,0.025450721383094788,0.08702979236841202,Estimación Directa
301,13123,XIII Metropolitana de Santiago,Providencia,882,0.007434317376464605,0.0029693811666220427,0.018488498404622078,Estimación Directa
302,13124,XIII Metropolitana de Santiago,Pudahuel,22747,0.07770402729511261,0.05099138990044594,0.11668983101844788,Estimación Directa
303,13125,XIII Metropolitana de Santiago,Quilicura,19703,0.07824798673391342,0.04440892115235329,0.1342495232820511,Estimación Directa
304,13126,XIII Metropolitana de Santiago,Quinta Normal,4632,0.0594455860555172,0.03647376224398613,0.09545218199491501,Estimación Directa
305,13127,XIII Metropolitana de Santiago,Recoleta,15357,0.13864362239837646,0.10755465179681778,0.1769373118877411,Estimación Directa
306,13128,XIII Metropolitana de Santiago,Renca,10671,0.08537346124649048,0.043797317892313004,0.1598205715417862,Estimación Directa
307,13129,XIII Metropolitana de Santiago,San Joaquín,4472.032,0.06601466983556747,0.03323473408818245,0.11034146696329117,SAE
308,13130,XIII Metropolitana de Santiago,San Miguel,2186,0.03464287519454956,0.017244447022676468,0.06837379932403564,Estimación Directa
309,13131,XIII Metropolitana de Santiago,San Ramón,7240.735,0.09412231296300888,0.055041808634996414,0.1461164802312851,SAE
310,13132,XIII Metropolitana de Santiago,Vitacura,24.95053,0.0003295061469543725,0,0.004692860413342714,SAE
311,13201,XIII Metropolitana de Santiago,Puente Alto,66322,0.08019889146089554,0.05893782153725624,0.10824741423130035,Estimación Directa
312,13202,XIII Metropolitana de Santiago,Pirque,945.0809,0.03630179539322853,0.006958289071917534,0.06992177665233612,SAE
313,13203,XIII Metropolitana de Santiago,San José De Maipo,770.2901,0.056831199675798416,0.02051745541393757,0.10327804088592529,SAE
314,13301,XIII Metropolitana de Santiago,Colina,14939,0.1256275475025177,0.09715418517589569,0.16095802187919617,Estimación Directa
315,13302,XIII Metropolitana de Santiago,Lampa,7312.403,0.09810302406549454,0.06275010854005814,0.1563829630613327,SAE
316,13303,XIII Metropolitana de Santiago,Tiltil,1277.944,0.07885623723268509,0.037851762026548386,0.1377718150615692,SAE
317,13401,XIII Metropolitana de Santiago,San Bernardo,29986,0.0918928012251854,0.045298438519239426,0.17750360071659088,Estimación Directa
318,13402,XIII Metropolitana de Santiago,Buin,7673.857,0.10269738733768463,0.058955371379852295,0.15953601896762848,SAE
319,13403,XIII Metropolitana de Santiago,Calera De Tango,833.1513,0.02761247754096985,0.0020986529998481274,0.05099022760987282,SAE
320,13404,XIII Metropolitana de Santiago,Paine,5607.607,0.08082455396652222,0.036343302577733994,0.12424401938915253,SAE
321,13501,XIII Metropolitana de Santiago,Melipilla,15089,0.14014117419719696,0.09395856410264969,0.20391467213630676,Estimación Directa
322,13502,XIII Metropolitana de Santiago,Alhué,467.1968,0.10465878993272781,0.056235168129205704,0.166567862033844,SAE
323,13503,XIII Metropolitana de Santiago,Curacaví,2140.784,0.06881116330623627,0.02648944966495037,0.1166246309876442,SAE
324,13504,XIII Metropolitana de Santiago,María Pinto,1267.523,0.10581211745738983,0.0521896630525589,0.16480106115341187,SAE
325,13505,XIII Metropolitana de Santiago,San Pedro,917.9288,0.11539017409086227,0.06292334944009781,0.20174023509025574,SAE
326,13601,XIII Metropolitana de Santiago,Talagante,9794,0.11950752139091492,0.05264737829566002,0.24896326661109924,Estimación Directa
327,13602,XIII Metropolitana de Santiago,El Monte,1959.451,0.060905490070581436,0.018528025597333908,0.10048491507768631,SAE
328,13603,XIII Metropolitana de Santiago,Isla De Maipo,3431.649,0.10317956656217575,0.05515500530600548,0.16114206612110138,SAE
329,13604,XIII Metropolitana de Santiago,Padre Hurtado,5375.643,0.10265521705150604,0.0659741684794426,0.1781976968050003,SAE
330,13605,XIII Metropolitana de Santiago,Peñaflor,7275.922,0.07920406013727188,0.0458848811686039,0.12460111826658249,SAE
331,14101,XIV de los Ríos,Valdivia,16122,0.09928623586893082,0.06332334131002426,0.15235133469104767,Estimación Directa
332,14102,XIV de los Ríos,Corral,1052.169,0.23783202469348907,0.1697700470685959,0.3260510265827179,SAE
333,14103,XIV de los Ríos,Lanco,3664.596,0.22945314645767212,0.17336183786392212,0.29218432307243347,SAE
334,14104,XIV de los Ríos,Los Lagos,4081,0.193632572889328,0.16418710350990295,0.2269250601530075,Estimación Directa
335,14105,XIV de los Ríos,Máfil,1590.046,0.25044041872024536,0.18381236493587494,0.3313523232936859,SAE
336,14106,XIV de los Ríos,Mariquina,3287.183,0.19108198583126068,0.1417948305606842,0.23550038039684296,SAE
337,14107,XIV de los Ríos,Paillaco,4632,0.23792891204357147,0.19607073068618774,0.2855491638183594,Estimación Directa
338,14108,XIV de los Ríos,Panguipulli,8869,0.26826170086860657,0.23527756333351135,0.30403152108192444,Estimación Directa
339,14201,XIV de los Ríos,La Unión,7678,0.21308836340904236,0.17066045105457306,0.26272284984588623,Estimación Directa
340,14202,XIV de los Ríos,Futrono,3973.839,0.263587087392807,0.20240336656570435,0.3404814898967743,SAE
341,14203,XIV de los Ríos,Lago Ranco,2160.71,0.2456469088792801,0.16803041100502014,0.3197399079799652,SAE
342,14204,XIV de los Ríos,Rio Bueno,5113,0.1712324172258377,0.10761674493551254,0.2614363431930542,Estimación Directa
343,15101,XV de Arica y Parinacota ,Arica,14573,0.08860905468463898,0.06815222650766373,0.11445211619138718,Estimación Directa
344,15102,XV de Arica y Parinacota ,Camarones,217.5172,0.1466737538576126,0.07264996320009232,0.24119895696640015,SAE
345,15201,XV de Arica y Parinacota ,Putre,240,0.31128403544425964,0.2192995399236679,0.4210430085659027,Estimación Directa
346,15202,XV de Arica y Parinacota ,General Lagos,267.9631,0.277394562959671,,,IMC
